.RUT (CBOE),776.99,+1.12,
Jan 08 2007 @ 21:29 ET (Data 15 Minutes Delayed),
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
07 Mar 750.0 (RUT CJ-8),45.00,-10.40,46.30,47.20,11,131,07 Mar 750.0 (RUT OJ-8),16.80,+4.80,15.00,15.60,110,9631,
07 Mar 760.0 (RUT CL),38.40,-16.30,39.30,40.30,37,119,07 Mar 760.0 (RUT OL),19.35,-0.05,18.00,18.60,964,5827,
07 Mar 760.0 (RUT CL-E),54.70,pc,39.30,40.30,0,119,07 Mar 760.0 (RUT OL-E),20.00,+1.10,18.00,18.60,737,5827,
07 Mar 760.0 (RUT CL-A),46.70,pc,39.20,40.30,0,119,07 Mar 760.0 (RUT OL-A),19.40,pc,18.00,18.60,0,5827,
07 Mar 760.0 (RUT CL-B),0,pc,39.20,40.30,0,119,07 Mar 760.0 (RUT OL-B),18.20,pc,17.90,18.70,0,5827,
07 Mar 760.0 (RUT CL-8),38.40,-18.10,39.30,40.30,37,119,07 Mar 760.0 (RUT OL-8),19.35,+0.35,18.00,18.60,227,5827,
07 Mar 770.0 (RUT CN),32.10,-8.50,32.90,33.80,5,1142,07 Mar 770.0 (RUT ON),21.60,-0.50,21.40,22.00,20,3366,
07 Mar 770.0 (RUT CN-E),32.10,-11.20,32.90,33.80,3,1142,07 Mar 770.0 (RUT ON-E),22.10,pc,21.40,22.00,0,3366,
07 Mar 770.0 (RUT CN-A),40.00,pc,32.80,33.80,0,1142,07 Mar 770.0 (RUT ON-A),19.00,pc,21.40,22.10,0,3366,
07 Mar 770.0 (RUT CN-B),0,pc,32.80,33.80,0,1142,07 Mar 770.0 (RUT ON-B),21.00,pc,21.30,22.10,0,3366,
07 Mar 770.0 (RUT CN-8),32.60,-8.00,32.90,33.80,2,1142,07 Mar 770.0 (RUT ON-8),21.60,-0.80,21.40,22.00,20,3366,
07 Mar 780.0 (RUT CP),26.40,-0.60,27.00,27.80,996,2574,07 Mar 780.0 (RUT OP),26.80,-0.20,25.30,26.00,994,10925,
07 Mar 780.0 (RUT CP-E),26.70,-0.30,27.00,27.80,1,2574,07 Mar 780.0 (RUT OP-E),27.00,pc,25.30,26.00,0,10925,
07 Mar 780.0 (RUT CP-A),26.80,-0.20,26.90,27.80,993,2574,07 Mar 780.0 (RUT OP-A),26.80,-0.20,25.30,26.10,993,10925,
07 Mar 780.0 (RUT CP-B),0,pc,26.90,27.80,0,2574,07 Mar 780.0 (RUT OP-B),21.50,pc,25.20,26.10,0,10925,
07 Mar 780.0 (RUT CP-8),26.40,-7.80,27.00,27.80,2,2574,07 Mar 780.0 (RUT OP-8),29.00,+7.90,25.30,26.00,1,10925,
07 Mar 790.0 (RUT CR),20.60,-2.10,21.60,22.40,7,2320,07 Mar 790.0 (RUT OR),30.10,-0.80,29.80,30.60,15,2758,
07 Mar 790.0 (RUT CR-E),20.60,-2.10,21.60,22.40,3,2320,07 Mar 790.0 (RUT OR-E),30.10,-0.80,29.80,30.60,10,2758,
07 Mar 790.0 (RUT CR-A),20.60,-4.90,21.60,22.40,1,2320,07 Mar 790.0 (RUT OR-A),26.80,pc,29.80,30.60,0,2758,
07 Mar 790.0 (RUT CR-B),0,pc,21.50,22.40,0,2320,07 Mar 790.0 (RUT OR-B),26.20,pc,29.70,30.70,0,2758,
07 Mar 790.0 (RUT CR-8),20.60,-6.55,21.60,22.40,3,2320,07 Mar 790.0 (RUT OR-8),31.30,+5.25,29.80,30.60,5,2758,
07 Mar 800.0 (RUT CS),18.00,-2.00,16.90,17.70,2,16663,07 Mar 800.0 (RUT OS),37.50,+1.50,34.90,35.70,24,16054,
07 Mar 800.0 (RUT CS-E),18.00,-2.00,16.90,17.70,2,16663,07 Mar 800.0 (RUT OS-E),39.50,+3.50,34.90,35.70,13,16054,
07 Mar 800.0 (RUT CS-A),29.00,pc,16.90,17.70,0,16663,07 Mar 800.0 (RUT OS-A),36.00,pc,34.90,35.80,0,16054,
07 Mar 800.0 (RUT CS-B),23.50,pc,16.80,17.70,0,16663,07 Mar 800.0 (RUT OS-B),0,pc,34.90,35.80,0,16054,
07 Mar 800.0 (RUT CS-8),31.90,pc,16.90,17.70,0,16663,07 Mar 800.0 (RUT OS-8),37.50,+2.40,34.90,35.70,11,16054,
07 Mar 810.0 (RUZ CB),13.60,-2.90,12.90,13.60,450,2406,07 Mar 810.0 (RUZ OB),43.50,+2.00,40.70,41.60,12,401,
07 Mar 810.0 (RUZ CB-E),13.50,-3.00,12.90,13.60,100,2406,07 Mar 810.0 (RUZ OB-E),41.50,pc,40.70,41.60,0,401,
07 Mar 810.0 (RUZ CB-A),13.60,-8.80,12.80,13.60,350,2406,07 Mar 810.0 (RUZ OB-A),32.50,pc,40.70,41.60,0,401,
07 Mar 810.0 (RUZ CB-B),0,pc,12.80,13.60,0,2406,07 Mar 810.0 (RUZ OB-B),0,pc,40.70,41.70,0,401,
07 Mar 810.0 (RUZ CB-8),21.50,pc,12.90,13.60,0,2406,07 Mar 810.0 (RUZ OB-8),43.50,+1.10,40.70,41.60,12,401,
07 Mar 820.0 (RUZ CD),8.60,-1.00,9.50,10.10,6,787,07 Mar 820.0 (RUZ OD),50.80,+7.55,47.20,48.00,26,22,
07 Mar 820.0 (RUZ CD-E),8.85,-0.75,9.50,10.10,2,787,07 Mar 820.0 (RUZ OD-E),50.80,+9.30,47.20,48.20,22,22,
07 Mar 820.0 (RUZ CD-A),12.00,pc,9.40,10.10,0,787,07 Mar 820.0 (RUZ OD-A),49.70,--,47.20,48.20,4,22,
07 Mar 820.0 (RUZ CD-B),20.70,pc,9.40,10.20,0,787,07 Mar 820.0 (RUZ OD-B),0,pc,47.20,48.10,0,22,
07 Mar 820.0 (RUZ CD-8),8.60,-2.80,9.50,10.10,4,787,07 Mar 820.0 (RUZ OD-8),43.25,pc,47.20,48.00,0,22,
07 Mar 830.0 (RUZ CF),7.00,+0.20,6.80,7.30,2,392,07 Mar 830.0 (RUZ OF),56.60,+9.10,54.30,55.10,75,96,
07 Mar 830.0 (RUZ CF-E),6.80,pc,6.80,7.30,0,392,07 Mar 830.0 (RUZ OF-E),57.20,+7.50,54.30,55.10,25,96,
07 Mar 830.0 (RUZ CF-A),8.80,pc,6.70,7.30,0,392,07 Mar 830.0 (RUZ OF-A),47.50,pc,54.30,55.40,0,96,
07 Mar 830.0 (RUZ CF-B),0,pc,6.70,7.40,0,392,07 Mar 830.0 (RUZ OF-B),0,pc,54.30,55.20,0,96,
07 Mar 830.0 (RUZ CF-8),7.00,-3.50,6.80,7.30,2,392,07 Mar 830.0 (RUZ OF-8),56.60,+10.80,54.30,55.10,50,96,
07 Mar 840.0 (RUZ CH),5.00,--,4.60,5.10,596,1001,07 Mar 840.0 (RUZ OH),63.50,+14.60,62.00,62.80,16,103,
07 Mar 840.0 (RUZ CH-E),5.00,+0.10,4.60,5.10,522,1001,07 Mar 840.0 (RUZ OH-E),63.50,+15.70,62.00,62.80,16,103,
07 Mar 840.0 (RUZ CH-A),4.60,-0.40,4.60,5.10,70,1001,07 Mar 840.0 (RUZ OH-A),53.20,pc,62.00,63.20,0,103,
07 Mar 840.0 (RUZ CH-B),0,pc,4.50,5.20,0,1001,07 Mar 840.0 (RUZ OH-B),0,pc,61.90,62.90,0,103,
07 Mar 840.0 (RUZ CH-8),4.45,-0.95,4.60,5.10,4,1001,07 Mar 840.0 (RUZ OH-8),48.90,pc,62.00,62.80,0,103,
07 Mar 850.0 (RUZ CJ),3.25,+0.05,3.00,3.40,17,2831,07 Mar 850.0 (RUZ OJ),54.00,pc,70.30,71.10,0,44,
07 Mar 850.0 (RUZ CJ-E),3.40,+0.20,3.00,3.40,6,2831,07 Mar 850.0 (RUZ OJ-E),54.40,pc,70.30,71.10,0,44,
07 Mar 850.0 (RUZ CJ-A),4.70,pc,3.00,3.40,0,2831,07 Mar 850.0 (RUZ OJ-A),0,pc,70.30,71.50,0,44,
07 Mar 850.0 (RUZ CJ-B),6.80,pc,2.95,3.50,0,2831,07 Mar 850.0 (RUZ OJ-B),0,pc,70.30,71.20,0,44,
07 Mar 850.0 (RUZ CJ-8),3.25,-0.15,3.00,3.40,11,2831,07 Mar 850.0 (RUZ OJ-8),54.00,pc,70.30,71.10,0,44,
07 Mar 860.0 (RUZ CL),2.30,+0.25,1.85,2.20,110,1491,07 Mar 860.0 (RUZ OL),71.70,pc,79.00,79.70,0,121,
07 Mar 860.0 (RUZ CL-E),2.30,+0.25,1.85,2.20,55,1491,07 Mar 860.0 (RUZ OL-E),61.70,pc,79.00,79.70,0,121,
07 Mar 860.0 (RUZ CL-A),3.20,pc,1.85,2.20,0,1491,07 Mar 860.0 (RUZ OL-A),0,pc,79.00,80.30,0,121,
07 Mar 860.0 (RUZ CL-B),0,pc,1.80,2.25,0,1491,07 Mar 860.0 (RUZ OL-B),0,pc,78.90,79.80,0,121,
07 Mar 860.0 (RUZ CL-8),2.10,-0.20,1.85,2.20,55,1491,07 Mar 860.0 (RUZ OL-8),71.70,pc,79.00,79.70,0,121,
07 Mar 870.0 (RUZ CN),1.25,-0.25,1.10,1.55,66,292,07 Mar 870.0 (RUZ ON),70.60,pc,88.10,89.20,0,50,
07 Mar 870.0 (RUZ CN-E),1.20,-0.30,1.10,1.55,55,292,07 Mar 870.0 (RUZ ON-E),70.60,pc,88.10,89.20,0,50,
07 Mar 870.0 (RUZ CN-A),3.60,pc,1.10,1.55,0,292,07 Mar 870.0 (RUZ ON-A),0,pc,88.10,89.50,0,50,
07 Mar 870.0 (RUZ CN-B),0,pc,1.05,1.60,0,292,07 Mar 870.0 (RUZ ON-B),0,pc,88.00,89.30,0,50,
07 Mar 870.0 (RUZ CN-8),1.25,-0.75,1.10,1.55,11,292,07 Mar 870.0 (RUZ ON-8),76.30,pc,88.10,89.20,0,50,
07 Mar 880.0 (RUZ CP),0.90,+0.15,0.70,0.95,5,1420,07 Mar 880.0 (RUZ OP),93.50,pc,97.60,98.70,0,95,
07 Mar 880.0 (RUZ CP-E),0.75,pc,0.70,0.95,0,1420,07 Mar 880.0 (RUZ OP-E),93.50,pc,97.60,98.70,0,95,
07 Mar 880.0 (RUZ CP-A),0.75,pc,0.70,0.95,0,1420,07 Mar 880.0 (RUZ OP-A),0,pc,97.00,99.10,0,95,
07 Mar 880.0 (RUZ CP-B),2.40,pc,0.65,1.00,0,1420,07 Mar 880.0 (RUZ OP-B),0,pc,97.50,98.70,0,95,
07 Mar 880.0 (RUZ CP-8),0.90,+0.10,0.70,0.95,5,1420,07 Mar 880.0 (RUZ OP-8),78.80,pc,97.60,98.70,0,95,
07 Mar 890.0 (RUZ CR),0.50,pc,0.35,0.65,0,151,07 Mar 890.0 (RUZ OR),98.10,pc,107.00,108.20,0,21,
07 Mar 890.0 (RUZ CR-E),0.50,pc,0.35,0.65,0,151,07 Mar 890.0 (RUZ OR-E),98.10,pc,107.00,108.20,0,21,
07 Mar 890.0 (RUZ CR-A),1.60,pc,0.35,0.65,0,151,07 Mar 890.0 (RUZ OR-A),0,pc,106.60,108.70,0,21,
07 Mar 890.0 (RUZ CR-B),0,pc,0.30,0.70,0,151,07 Mar 890.0 (RUZ OR-B),0,pc,106.90,108.30,0,21,
07 Mar 890.0 (RUZ CR-8),0.55,pc,0.35,0.65,0,151,07 Mar 890.0 (RUZ OR-8),0,pc,107.00,108.20,0,21,
07 Mar 900.0 (RUZ CT),0.65,pc,0.10,0.40,0,1262,07 Mar 900.0 (RUZ OT),97.50,pc,116.80,118.00,0,94,
07 Mar 900.0 (RUZ CT-E),0.65,pc,0.10,0.40,0,1262,07 Mar 900.0 (RUZ OT-E),97.50,pc,116.80,118.00,0,94,
07 Mar 900.0 (RUZ CT-A),2.70,pc,0.10,0.40,0,1262,07 Mar 900.0 (RUZ OT-A),0,pc,116.30,118.40,0,94,
07 Mar 900.0 (RUZ CT-B),0,pc,0.05,0.45,0,1262,07 Mar 900.0 (RUZ OT-B),100.50,pc,116.70,118.10,0,94,
07 Mar 900.0 (RUZ CT-8),0.95,pc,0.10,0.40,0,1262,07 Mar 900.0 (RUZ OT-8),96.20,pc,116.80,118.00,0,94,
07 Mar 910.0 (RUZ CV),0,pc,0.05,0.35,0,0,07 Mar 910.0 (RUZ OV),0,pc,126.50,127.70,0,0,
07 Mar 910.0 (RUZ CV-E),0,pc,0.05,0.35,0,0,07 Mar 910.0 (RUZ OV-E),0,pc,126.50,127.70,0,0,
07 Mar 910.0 (RUZ CV-A),0,pc,0.05,0.35,0,0,07 Mar 910.0 (RUZ OV-A),0,pc,126.10,128.10,0,0,
07 Mar 910.0 (RUZ CV-B),0,pc,0,0.40,0,0,07 Mar 910.0 (RUZ OV-B),0,pc,126.50,127.80,0,0,
07 Mar 910.0 (RUZ CV-8),0,pc,0.05,0.35,0,0,07 Mar 910.0 (RUZ OV-8),0,pc,126.50,127.70,0,0,
07 Mar 920.0 (RUZ CW),0,pc,0,0.30,0,0,07 Mar 920.0 (RUZ OW),0,pc,136.40,137.60,0,0,
07 Mar 920.0 (RUZ CW-E),0,pc,0,0.30,0,0,07 Mar 920.0 (RUZ OW-E),0,pc,136.40,137.60,0,0,
07 Mar 920.0 (RUZ CW-A),0,pc,0,0.30,0,0,07 Mar 920.0 (RUZ OW-A),0,pc,136.00,137.90,0,0,
07 Mar 920.0 (RUZ CW-B),0,pc,0,0.35,0,0,07 Mar 920.0 (RUZ OW-B),0,pc,136.30,137.70,0,0,
07 Mar 920.0 (RUZ CW-8),0,pc,0,0.30,0,0,07 Mar 920.0 (RUZ OW-8),0,pc,136.40,137.60,0,0,
07 Mar 930.0 (RUZ CX),0,pc,0,0.30,0,0,07 Mar 930.0 (RUZ OX),0,pc,146.20,147.40,0,0,
07 Mar 930.0 (RUZ CX-E),0,pc,0,0.30,0,0,07 Mar 930.0 (RUZ OX-E),0,pc,146.20,147.40,0,0,
07 Mar 930.0 (RUZ CX-A),0,pc,0,0.30,0,0,07 Mar 930.0 (RUZ OX-A),0,pc,145.80,147.80,0,0,
07 Mar 930.0 (RUZ CX-B),0,pc,0,0.35,0,0,07 Mar 930.0 (RUZ OX-B),0,pc,146.20,147.50,0,0,
07 Mar 930.0 (RUZ CX-8),0,pc,0,0.30,0,0,07 Mar 930.0 (RUZ OX-8),0,pc,146.20,147.40,0,0,
07 Mar 940.0 (RUZ CY),0,pc,0,0.25,0,0,07 Mar 940.0 (RUZ OY),0,pc,156.10,157.30,0,0,
07 Mar 940.0 (RUZ CY-E),0,pc,0,0.25,0,0,07 Mar 940.0 (RUZ OY-E),0,pc,156.10,157.30,0,0,
07 Mar 940.0 (RUZ CY-A),0,pc,0,0.25,0,0,07 Mar 940.0 (RUZ OY-A),0,pc,155.70,157.60,0,0,
07 Mar 940.0 (RUZ CY-B),0,pc,0,0.30,0,0,07 Mar 940.0 (RUZ OY-B),0,pc,156.00,157.40,0,0,
07 Mar 940.0 (RUZ CY-8),0,pc,0,0.25,0,0,07 Mar 940.0 (RUZ OY-8),0,pc,156.10,157.30,0,0,
07 Mar 950.0 (RUZ CU),0.30,pc,0,0.20,0,612,07 Mar 950.0 (RUZ OU),150.70,pc,166.10,167.30,0,12,
07 Mar 950.0 (RUZ CU-E),0,pc,0,0.20,0,612,07 Mar 950.0 (RUZ OU-E),150.70,pc,166.10,167.30,0,12,
07 Mar 950.0 (RUZ CU-A),0.25,pc,0,0.20,0,612,07 Mar 950.0 (RUZ OU-A),0,pc,165.60,167.50,0,12,
07 Mar 950.0 (RUZ CU-B),0,pc,0,0.25,0,612,07 Mar 950.0 (RUZ OU-B),0,pc,166.00,167.40,0,12,
07 Mar 950.0 (RUZ CU-8),0.30,pc,0,0.20,0,612,07 Mar 950.0 (RUZ OU-8),207.40,pc,166.10,167.30,0,12,
07 Apr 500.0 (RUW DZ),292.40,pc,279.70,280.70,0,10,07 Apr 500.0 (RUW PZ),0.20,pc,0.10,0.30,0,132,
07 Apr 500.0 (RUW DZ-E),292.40,pc,279.70,280.70,0,10,07 Apr 500.0 (RUW PZ-E),0.25,pc,0.10,0.30,0,132,
07 Apr 500.0 (RUW DZ-A),0,pc,279.30,280.90,0,10,07 Apr 500.0 (RUW PZ-A),0,pc,0.10,0.30,0,132,
07 Apr 500.0 (RUW DZ-B),0,pc,279.60,280.70,0,10,07 Apr 500.0 (RUW PZ-B),0.20,pc,0,0.35,0,132,
07 Apr 500.0 (RUW DZ-8),0,pc,279.70,280.70,0,10,07 Apr 500.0 (RUW PZ-8),0.20,pc,0.10,0.30,0,132,
07 Apr 510.0 (RUW DB),282.60,pc,269.90,270.90,0,10,07 Apr 510.0 (RUW PB),0.40,pc,0.05,0.35,0,89,
07 Apr 510.0 (RUW DB-E),282.60,pc,269.90,270.90,0,10,07 Apr 510.0 (RUW PB-E),0,pc,0.05,0.35,0,89,
07 Apr 510.0 (RUW DB-A),0,pc,269.50,271.10,0,10,07 Apr 510.0 (RUW PB-A),0,pc,0,0.35,0,89,
07 Apr 510.0 (RUW DB-B),0,pc,269.80,270.90,0,10,07 Apr 510.0 (RUW PB-B),0.50,pc,0,0.40,0,89,
07 Apr 510.0 (RUW DB-8),0,pc,269.90,270.90,0,10,07 Apr 510.0 (RUW PB-8),0.40,pc,0.05,0.35,0,89,
07 Apr 520.0 (RUW DD),267.30,pc,260.10,261.10,0,33,07 Apr 520.0 (RUW PD),0.30,pc,0.05,0.40,0,120,
07 Apr 520.0 (RUW DD-E),0,pc,260.10,261.10,0,33,07 Apr 520.0 (RUW PD-E),0.55,pc,0.05,0.40,0,120,
07 Apr 520.0 (RUW DD-A),267.30,pc,259.70,261.30,0,33,07 Apr 520.0 (RUW PD-A),0,pc,0.05,0.40,0,120,
07 Apr 520.0 (RUW DD-B),0,pc,260.00,261.10,0,33,07 Apr 520.0 (RUW PD-B),0.40,pc,0,0.45,0,120,
07 Apr 520.0 (RUW DD-8),0,pc,260.10,261.10,0,33,07 Apr 520.0 (RUW PD-8),0.30,pc,0.05,0.40,0,120,
07 Apr 530.0 (RUW DF),258.30,pc,250.30,251.30,0,45,07 Apr 530.0 (RUW PF),0.35,pc,0.15,0.50,0,824,
07 Apr 530.0 (RUW DF-E),260.60,pc,250.30,251.30,0,45,07 Apr 530.0 (RUW PF-E),0.70,pc,0.15,0.50,0,824,
07 Apr 530.0 (RUW DF-A),257.70,pc,249.90,251.50,0,45,07 Apr 530.0 (RUW PF-A),0.70,pc,0.15,0.50,0,824,
07 Apr 530.0 (RUW DF-B),0,pc,250.20,251.30,0,45,07 Apr 530.0 (RUW PF-B),0.50,pc,0.10,0.55,0,824,
07 Apr 530.0 (RUW DF-8),258.30,pc,250.30,251.30,0,45,07 Apr 530.0 (RUW PF-8),0.35,pc,0.15,0.50,0,824,
07 Apr 540.0 (RUW DH),253.40,pc,240.60,241.60,0,21,07 Apr 540.0 (RUW PH),0.55,pc,0.25,0.60,0,119,
07 Apr 540.0 (RUW DH-E),253.40,pc,240.60,241.60,0,21,07 Apr 540.0 (RUW PH-E),0.70,pc,0.25,0.60,0,119,
07 Apr 540.0 (RUW DH-A),248.00,pc,240.10,241.80,0,21,07 Apr 540.0 (RUW PH-A),0,pc,0.25,0.60,0,119,
07 Apr 540.0 (RUW DH-B),0,pc,240.40,241.60,0,21,07 Apr 540.0 (RUW PH-B),0.40,pc,0.20,0.65,0,119,
07 Apr 540.0 (RUW DH-8),0,pc,240.60,241.60,0,21,07 Apr 540.0 (RUW PH-8),0.40,pc,0.25,0.60,0,119,
07 Apr 550.0 (RUW DJ),244.50,pc,230.80,231.80,0,10,07 Apr 550.0 (RUW PJ),0.55,pc,0.35,0.70,0,44,
07 Apr 550.0 (RUW DJ-E),244.50,pc,230.80,231.80,0,10,07 Apr 550.0 (RUW PJ-E),0.90,pc,0.35,0.70,0,44,
07 Apr 550.0 (RUW DJ-A),0,pc,230.40,232.00,0,10,07 Apr 550.0 (RUW PJ-A),0,pc,0.35,0.70,0,44,
07 Apr 550.0 (RUW DJ-B),0,pc,230.70,231.80,0,10,07 Apr 550.0 (RUW PJ-B),0,pc,0.30,0.75,0,44,
07 Apr 550.0 (RUW DJ-8),0,pc,230.80,231.80,0,10,07 Apr 550.0 (RUW PJ-8),0.55,pc,0.35,0.70,0,44,
07 Apr 560.0 (RUW DL),234.10,pc,221.10,222.10,0,10,07 Apr 560.0 (RUW PL),0.80,pc,0.45,0.80,0,95,
07 Apr 560.0 (RUW DL-E),234.10,pc,221.10,222.10,0,10,07 Apr 560.0 (RUW PL-E),1.10,pc,0.45,0.80,0,95,
07 Apr 560.0 (RUW DL-A),0,pc,220.70,222.30,0,10,07 Apr 560.0 (RUW PL-A),0.80,pc,0.45,0.80,0,95,
07 Apr 560.0 (RUW DL-B),0,pc,221.00,222.10,0,10,07 Apr 560.0 (RUW PL-B),0,pc,0.40,0.85,0,95,
07 Apr 560.0 (RUW DL-8),0,pc,221.10,222.10,0,10,07 Apr 560.0 (RUW PL-8),0.65,pc,0.45,0.80,0,95,
07 Apr 570.0 (RUW DN),224.50,pc,211.50,212.40,0,10,07 Apr 570.0 (RUW PN),0.75,pc,0.65,1.00,0,1010,
07 Apr 570.0 (RUW DN-E),224.50,pc,211.50,212.40,0,10,07 Apr 570.0 (RUW PN-E),1.15,pc,0.65,1.00,0,1010,
07 Apr 570.0 (RUW DN-A),0,pc,211.00,212.60,0,10,07 Apr 570.0 (RUW PN-A),1.20,pc,0.65,1.00,0,1010,
07 Apr 570.0 (RUW DN-B),0,pc,211.40,212.40,0,10,07 Apr 570.0 (RUW PN-B),0,pc,0.60,1.05,0,1010,
07 Apr 570.0 (RUW DN-8),0,pc,211.50,212.40,0,10,07 Apr 570.0 (RUW PN-8),0.75,pc,0.65,1.00,0,1010,
07 Apr 580.0 (RUW DP),0,pc,201.80,202.80,0,0,07 Apr 580.0 (RUW PP),0.95,pc,0.90,1.20,0,20,
07 Apr 580.0 (RUW DP-E),0,pc,201.80,202.80,0,0,07 Apr 580.0 (RUW PP-E),1.35,pc,0.90,1.20,0,20,
07 Apr 580.0 (RUW DP-A),0,pc,201.40,203.00,0,0,07 Apr 580.0 (RUW PP-A),0,pc,0.90,1.20,0,20,
07 Apr 580.0 (RUW DP-B),0,pc,201.70,202.80,0,0,07 Apr 580.0 (RUW PP-B),0,pc,0.85,1.25,0,20,
07 Apr 580.0 (RUW DP-8),0,pc,201.80,202.80,0,0,07 Apr 580.0 (RUW PP-8),0.95,pc,0.90,1.20,0,20,
07 Apr 590.0 (RUW DR),205.40,pc,192.20,193.20,0,10,07 Apr 590.0 (RUW PR),1.15,pc,1.15,1.45,0,110,
07 Apr 590.0 (RUW DR-E),205.40,pc,192.20,193.20,0,10,07 Apr 590.0 (RUW PR-E),1.55,pc,1.15,1.45,0,110,
07 Apr 590.0 (RUW DR-A),0,pc,191.80,193.40,0,10,07 Apr 590.0 (RUW PR-A),0,pc,1.15,1.45,0,110,
07 Apr 590.0 (RUW DR-B),0,pc,192.10,193.20,0,10,07 Apr 590.0 (RUW PR-B),0,pc,1.10,1.50,0,110,
07 Apr 590.0 (RUW DR-8),0,pc,192.20,193.20,0,10,07 Apr 590.0 (RUW PR-8),1.15,pc,1.15,1.45,0,110,
07 Apr 600.0 (RUW DT),179.60,-16.30,182.70,183.70,20,10,07 Apr 600.0 (RUW PT),1.95,pc,1.45,1.75,0,10,
07 Apr 600.0 (RUW DT-E),179.60,-16.30,182.70,183.70,20,10,07 Apr 600.0 (RUW PT-E),1.95,pc,1.45,1.75,0,10,
07 Apr 600.0 (RUW DT-A),0,pc,182.20,183.90,0,10,07 Apr 600.0 (RUW PT-A),0,pc,1.45,1.75,0,10,
07 Apr 600.0 (RUW DT-B),0,pc,182.60,183.70,0,10,07 Apr 600.0 (RUW PT-B),0,pc,1.40,1.80,0,10,
07 Apr 600.0 (RUW DT-8),0,pc,182.70,183.70,0,10,07 Apr 600.0 (RUW PT-8),0,pc,1.45,1.75,0,10,
07 Apr 610.0 (RUY DB),186.60,pc,173.20,174.20,0,10,07 Apr 610.0 (RUY PB),2.30,pc,1.80,2.15,0,200,
07 Apr 610.0 (RUY DB-E),186.60,pc,173.20,174.20,0,10,07 Apr 610.0 (RUY PB-E),2.30,pc,1.80,2.15,0,200,
07 Apr 610.0 (RUY DB-A),0,pc,172.80,174.40,0,10,07 Apr 610.0 (RUY PB-A),0,pc,1.80,2.15,0,200,
07 Apr 610.0 (RUY DB-B),0,pc,173.10,174.20,0,10,07 Apr 610.0 (RUY PB-B),0,pc,1.75,2.20,0,200,
07 Apr 610.0 (RUY DB-8),0,pc,173.20,174.20,0,10,07 Apr 610.0 (RUY PB-8),0,pc,1.80,2.15,0,200,
07 Apr 620.0 (RUY DD),177.10,pc,163.80,164.80,0,10,07 Apr 620.0 (RUY PD),2.45,pc,2.25,2.60,0,105,
07 Apr 620.0 (RUY DD-E),177.10,pc,163.80,164.80,0,10,07 Apr 620.0 (RUY PD-E),2.45,pc,2.25,2.60,0,105,
07 Apr 620.0 (RUY DD-A),0,pc,163.40,165.00,0,10,07 Apr 620.0 (RUY PD-A),2.70,pc,2.25,2.60,0,105,
07 Apr 620.0 (RUY DD-B),0,pc,163.70,164.80,0,10,07 Apr 620.0 (RUY PD-B),0,pc,2.20,2.65,0,105,
07 Apr 620.0 (RUY DD-8),0,pc,163.80,164.80,0,10,07 Apr 620.0 (RUY PD-8),0,pc,2.25,2.60,0,105,
07 Apr 630.0 (RUY DF),0,pc,154.50,155.50,0,0,07 Apr 630.0 (RUY PF),3.05,-0.95,2.80,3.10,5,10,
07 Apr 630.0 (RUY DF-E),0,pc,154.50,155.50,0,0,07 Apr 630.0 (RUY PF-E),3.05,-0.95,2.80,3.10,5,10,
07 Apr 630.0 (RUY DF-A),0,pc,154.30,155.50,0,0,07 Apr 630.0 (RUY PF-A),0,pc,2.80,3.10,0,10,
07 Apr 630.0 (RUY DF-B),0,pc,154.40,155.50,0,0,07 Apr 630.0 (RUY PF-B),0,pc,2.75,3.10,0,10,
07 Apr 630.0 (RUY DF-8),0,pc,154.50,155.50,0,0,07 Apr 630.0 (RUY PF-8),0,pc,2.80,3.10,0,10,
07 Apr 640.0 (RUY DH),0,pc,145.20,146.20,0,0,07 Apr 640.0 (RUY PH),4.70,pc,3.40,3.70,0,10,
07 Apr 640.0 (RUY DH-E),0,pc,145.20,146.20,0,0,07 Apr 640.0 (RUY PH-E),4.70,pc,3.40,3.70,0,10,
07 Apr 640.0 (RUY DH-A),0,pc,145.10,146.20,0,0,07 Apr 640.0 (RUY PH-A),0,pc,3.40,3.70,0,10,
07 Apr 640.0 (RUY DH-B),0,pc,145.10,146.20,0,0,07 Apr 640.0 (RUY PH-B),0,pc,3.30,3.80,0,10,
07 Apr 640.0 (RUY DH-8),0,pc,145.20,146.20,0,0,07 Apr 640.0 (RUY PH-8),0,pc,3.40,3.70,0,10,
07 Apr 650.0 (RUY DJ),149.50,pc,136.10,137.20,0,10,07 Apr 650.0 (RUY PJ),4.10,--,4.10,4.50,5,20,
07 Apr 650.0 (RUY DJ-E),149.50,pc,136.10,137.20,0,10,07 Apr 650.0 (RUY PJ-E),4.10,-1.50,4.10,4.50,5,20,
07 Apr 650.0 (RUY DJ-A),0,pc,135.90,137.20,0,10,07 Apr 650.0 (RUY PJ-A),0,pc,4.10,4.50,0,20,
07 Apr 650.0 (RUY DJ-B),0,pc,136.00,137.20,0,10,07 Apr 650.0 (RUY PJ-B),0,pc,4.00,4.60,0,20,
07 Apr 650.0 (RUY DJ-8),0,pc,136.10,137.20,0,10,07 Apr 650.0 (RUY PJ-8),4.10,pc,4.10,4.50,0,20,
