.RUT (CBOE),776.99,+1.12,
Jan 08 2007 @ 21:29 ET (Data 15 Minutes Delayed),
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
07 Jan 850.0 (RUZ AJ-E),0.05,--,0,0.15,45,7348,07 Jan 850.0 (RUZ MJ-E),68.10,pc,72.30,73.30,0,123,
07 Jan 850.0 (RUZ AJ-A),0.15,pc,0,0.15,0,7348,07 Jan 850.0 (RUZ MJ-A),0,pc,72.10,73.40,0,123,
07 Jan 850.0 (RUZ AJ-B),0.10,pc,0,0.20,0,7348,07 Jan 850.0 (RUZ MJ-B),57.40,pc,72.30,73.30,0,123,
07 Jan 850.0 (RUZ AJ-8),0.10,--,0,0.15,12,7348,07 Jan 850.0 (RUZ MJ-8),73.20,pc,72.30,73.30,0,123,
07 Jan 860.0 (RUZ AL),0,-0.10,0,0.15,33,4805,07 Jan 860.0 (RUZ ML),83.20,pc,82.30,83.30,0,148,
07 Jan 860.0 (RUZ AL-E),0,-0.10,0,0.15,20,4805,07 Jan 860.0 (RUZ ML-E),60.60,pc,82.30,83.30,0,148,
07 Jan 860.0 (RUZ AL-A),0.35,pc,0,0.15,0,4805,07 Jan 860.0 (RUZ ML-A),68.00,pc,82.10,83.40,0,148,
07 Jan 860.0 (RUZ AL-B),0.10,pc,0,0.20,0,4805,07 Jan 860.0 (RUZ ML-B),66.80,pc,82.30,83.30,0,148,
07 Jan 860.0 (RUZ AL-8),0.05,-0.05,0,0.15,13,4805,07 Jan 860.0 (RUZ ML-8),83.20,pc,82.30,83.30,0,148,
07 Jan 870.0 (RUZ AN),0,-0.05,0,0.05,5,4570,07 Jan 870.0 (RUZ MN),77.50,pc,92.30,93.30,0,100,
07 Jan 870.0 (RUZ AN-E),0.05,pc,0,0.05,0,4570,07 Jan 870.0 (RUZ MN-E),80.70,pc,92.30,93.30,0,100,
07 Jan 870.0 (RUZ AN-A),0.25,pc,0,0.15,0,4570,07 Jan 870.0 (RUZ MN-A),0,pc,92.10,93.40,0,100,
07 Jan 870.0 (RUZ AN-B),0.10,pc,0,0.25,0,4570,07 Jan 870.0 (RUZ MN-B),76.50,pc,92.30,93.30,0,100,
07 Jan 870.0 (RUZ AN-8),0,-0.10,0,0.05,5,4570,07 Jan 870.0 (RUZ MN-8),77.50,pc,92.30,93.30,0,100,
07 Jan 880.0 (RUZ AP),0.05,pc,0,0.05,0,963,07 Jan 880.0 (RUZ MP),0,pc,102.20,103.20,0,0,
07 Jan 880.0 (RUZ AP-E),0.05,pc,0,0.05,0,963,07 Jan 880.0 (RUZ MP-E),0,pc,102.20,103.20,0,0,
07 Jan 880.0 (RUZ AP-A),0,pc,0,0.15,0,963,07 Jan 880.0 (RUZ MP-A),0,pc,102.10,103.40,0,0,
07 Jan 880.0 (RUZ AP-B),0.50,pc,0,0.05,0,963,07 Jan 880.0 (RUZ MP-B),0,pc,102.20,103.30,0,0,
07 Jan 880.0 (RUZ AP-8),0.05,pc,0,0.05,0,963,07 Jan 880.0 (RUZ MP-8),0,pc,102.20,103.20,0,0,
07 Jan 890.0 (RUZ AR),0.10,pc,0,0.05,0,2756,07 Jan 890.0 (RUZ MR),100.80,pc,112.20,113.20,0,1,
07 Jan 890.0 (RUZ AR-E),0.15,pc,0,0.05,0,2756,07 Jan 890.0 (RUZ MR-E),100.80,pc,112.20,113.20,0,1,
07 Jan 890.0 (RUZ AR-A),0.20,pc,0,0.15,0,2756,07 Jan 890.0 (RUZ MR-A),0,pc,112.00,113.30,0,1,
07 Jan 890.0 (RUZ AR-B),0.20,pc,0,0.15,0,2756,07 Jan 890.0 (RUZ MR-B),0,pc,112.10,113.30,0,1,
07 Jan 890.0 (RUZ AR-8),0.10,pc,0,0.10,0,2756,07 Jan 890.0 (RUZ MR-8),94.00,pc,112.20,113.20,0,1,
07 Jan 900.0 (RUZ AT),0.15,pc,0,0.05,0,697,07 Jan 900.0 (RUZ MT),134.00,pc,122.10,123.20,0,21,
07 Jan 900.0 (RUZ AT-E),0.15,pc,0,0.05,0,697,07 Jan 900.0 (RUZ MT-E),0,pc,122.10,123.20,0,21,
07 Jan 900.0 (RUZ AT-A),0.30,pc,0,0.15,0,697,07 Jan 900.0 (RUZ MT-A),0,pc,122.00,123.30,0,21,
07 Jan 900.0 (RUZ AT-B),0,pc,0,0.20,0,697,07 Jan 900.0 (RUZ MT-B),0,pc,122.00,123.30,0,21,
07 Jan 900.0 (RUZ AT-8),0.05,pc,0,0.15,0,697,07 Jan 900.0 (RUZ MT-8),134.00,pc,122.10,123.20,0,21,
07 Jan 910.0 (RUZ AV),0,pc,0,0.15,0,0,07 Jan 910.0 (RUZ MV),0,pc,132.10,133.20,0,0,
07 Jan 910.0 (RUZ AV-E),0,pc,0,0.15,0,0,07 Jan 910.0 (RUZ MV-E),0,pc,132.10,133.20,0,0,
07 Jan 910.0 (RUZ AV-A),0,pc,0,0.15,0,0,07 Jan 910.0 (RUZ MV-A),0,pc,132.00,133.30,0,0,
07 Jan 910.0 (RUZ AV-B),0,pc,0,0.20,0,0,07 Jan 910.0 (RUZ MV-B),0,pc,132.00,133.30,0,0,
07 Jan 910.0 (RUZ AV-8),0,pc,0,0.15,0,0,07 Jan 910.0 (RUZ MV-8),0,pc,132.10,133.20,0,0,
07 Jan 920.0 (RUZ AW),0,pc,0,0.15,0,0,07 Jan 920.0 (RUZ MW),0,pc,142.10,143.20,0,0,
07 Jan 920.0 (RUZ AW-E),0,pc,0,0.15,0,0,07 Jan 920.0 (RUZ MW-E),0,pc,142.10,143.20,0,0,
07 Jan 920.0 (RUZ AW-A),0,pc,0,0.15,0,0,07 Jan 920.0 (RUZ MW-A),0,pc,142.00,143.30,0,0,
07 Jan 920.0 (RUZ AW-B),0,pc,0,0.20,0,0,07 Jan 920.0 (RUZ MW-B),0,pc,142.00,143.30,0,0,
07 Jan 920.0 (RUZ AW-8),0,pc,0,0.15,0,0,07 Jan 920.0 (RUZ MW-8),0,pc,142.10,143.20,0,0,
07 Jan 930.0 (RUZ AX),0,pc,0,0.15,0,0,07 Jan 930.0 (RUZ MX),0,pc,152.10,153.20,0,0,
07 Jan 930.0 (RUZ AX-E),0,pc,0,0.15,0,0,07 Jan 930.0 (RUZ MX-E),0,pc,152.10,153.20,0,0,
07 Jan 930.0 (RUZ AX-A),0,pc,0,0.15,0,0,07 Jan 930.0 (RUZ MX-A),0,pc,152.00,153.30,0,0,
07 Jan 930.0 (RUZ AX-B),0,pc,0,0.20,0,0,07 Jan 930.0 (RUZ MX-B),0,pc,152.00,153.30,0,0,
07 Jan 930.0 (RUZ AX-8),0,pc,0,0.15,0,0,07 Jan 930.0 (RUZ MX-8),0,pc,152.10,153.20,0,0,
07 Jan 940.0 (RUZ AY),0,pc,0,0.15,0,0,07 Jan 940.0 (RUZ MY),0,pc,162.10,163.10,0,0,
07 Jan 940.0 (RUZ AY-E),0,pc,0,0.15,0,0,07 Jan 940.0 (RUZ MY-E),0,pc,162.10,163.10,0,0,
07 Jan 940.0 (RUZ AY-A),0,pc,0,0.15,0,0,07 Jan 940.0 (RUZ MY-A),0,pc,162.00,163.20,0,0,
07 Jan 940.0 (RUZ AY-B),0,pc,0,0.20,0,0,07 Jan 940.0 (RUZ MY-B),0,pc,162.00,163.20,0,0,
07 Jan 940.0 (RUZ AY-8),0,pc,0,0.15,0,0,07 Jan 940.0 (RUZ MY-8),0,pc,162.10,163.10,0,0,
07 Jan 950.0 (RUZ AU),0,pc,0,0.15,0,0,07 Jan 950.0 (RUZ MU),174.90,-8.50,172.00,173.10,9,21,
07 Jan 950.0 (RUZ AU-E),0,pc,0,0.15,0,0,07 Jan 950.0 (RUZ MU-E),0,pc,172.00,173.10,0,21,
07 Jan 950.0 (RUZ AU-A),0,pc,0,0.15,0,0,07 Jan 950.0 (RUZ MU-A),0,pc,171.90,173.20,0,21,
07 Jan 950.0 (RUZ AU-B),0,pc,0,0.20,0,0,07 Jan 950.0 (RUZ MU-B),0,pc,171.90,173.20,0,21,
07 Jan 950.0 (RUZ AU-8),0,pc,0,0.15,0,0,07 Jan 950.0 (RUZ MU-8),174.90,-8.50,172.00,173.10,9,21,
07 Feb 550.0 (RUW BJ),237.50,pc,227.50,228.70,0,42,07 Feb 550.0 (RUW NJ),0,pc,0,0.25,0,0,
07 Feb 550.0 (RUW BJ-E),237.50,pc,227.50,228.70,0,42,07 Feb 550.0 (RUW NJ-E),0,pc,0,0.25,0,0,
07 Feb 550.0 (RUW BJ-A),0,pc,227.40,228.70,0,42,07 Feb 550.0 (RUW NJ-A),0,pc,0,0.25,0,0,
07 Feb 550.0 (RUW BJ-B),0,pc,227.40,228.80,0,42,07 Feb 550.0 (RUW NJ-B),0,pc,0,0.25,0,0,
07 Feb 550.0 (RUW BJ-8),214.10,pc,227.50,228.70,0,42,07 Feb 550.0 (RUW NJ-8),0,pc,0,0.25,0,0,
07 Feb 560.0 (RUW BL),204.40,pc,217.60,218.70,0,20,07 Feb 560.0 (RUW NL),0.15,pc,0,0.25,0,33,
07 Feb 560.0 (RUW BL-E),0,pc,217.60,218.70,0,20,07 Feb 560.0 (RUW NL-E),0.15,pc,0,0.25,0,33,
07 Feb 560.0 (RUW BL-A),0,pc,217.50,218.80,0,20,07 Feb 560.0 (RUW NL-A),0,pc,0,0.25,0,33,
07 Feb 560.0 (RUW BL-B),0,pc,217.50,218.80,0,20,07 Feb 560.0 (RUW NL-B),0,pc,0,0.25,0,33,
07 Feb 560.0 (RUW BL-8),204.40,pc,217.60,218.70,0,20,07 Feb 560.0 (RUW NL-8),0,pc,0,0.25,0,33,
07 Feb 570.0 (RUW BN),225.40,pc,207.60,208.80,0,20,07 Feb 570.0 (RUW NN),0.15,pc,0,0.25,0,71,
07 Feb 570.0 (RUW BN-E),225.40,pc,207.60,208.80,0,20,07 Feb 570.0 (RUW NN-E),0.15,pc,0,0.25,0,71,
07 Feb 570.0 (RUW BN-A),0,pc,207.50,208.80,0,20,07 Feb 570.0 (RUW NN-A),0,pc,0,0.25,0,71,
07 Feb 570.0 (RUW BN-B),0,pc,207.50,208.90,0,20,07 Feb 570.0 (RUW NN-B),0,pc,0,0.25,0,71,
07 Feb 570.0 (RUW BN-8),194.70,pc,207.60,208.80,0,20,07 Feb 570.0 (RUW NN-8),0.70,pc,0,0.25,0,71,
07 Feb 580.0 (RUW BP),215.60,pc,197.70,198.80,0,70,07 Feb 580.0 (RUW NP),0.10,pc,0,0.25,0,5,
07 Feb 580.0 (RUW BP-E),215.60,pc,197.70,198.80,0,70,07 Feb 580.0 (RUW NP-E),0.10,pc,0,0.25,0,5,
07 Feb 580.0 (RUW BP-A),0,pc,197.60,198.90,0,70,07 Feb 580.0 (RUW NP-A),0,pc,0,0.25,0,5,
07 Feb 580.0 (RUW BP-B),0,pc,197.60,198.90,0,70,07 Feb 580.0 (RUW NP-B),0,pc,0,0.25,0,5,
07 Feb 580.0 (RUW BP-8),185.10,pc,197.70,198.80,0,70,07 Feb 580.0 (RUW NP-8),0,pc,0,0.25,0,5,
07 Feb 590.0 (RUW BR),199.80,pc,187.80,188.90,0,10,07 Feb 590.0 (RUW NR),1.00,pc,0,0.25,0,99,
07 Feb 590.0 (RUW BR-E),199.80,pc,187.80,188.90,0,10,07 Feb 590.0 (RUW NR-E),0,pc,0,0.25,0,99,
07 Feb 590.0 (RUW BR-A),0,pc,187.70,189.00,0,10,07 Feb 590.0 (RUW NR-A),0,pc,0,0.25,0,99,
07 Feb 590.0 (RUW BR-B),0,pc,187.70,189.00,0,10,07 Feb 590.0 (RUW NR-B),0,pc,0,0.25,0,99,
07 Feb 590.0 (RUW BR-8),175.50,pc,187.80,188.90,0,10,07 Feb 590.0 (RUW NR-8),1.00,pc,0,0.25,0,99,
07 Feb 600.0 (RUW BT),186.80,pc,177.80,179.00,0,21,07 Feb 600.0 (RUW NT),0.15,pc,0,0.25,0,94,
07 Feb 600.0 (RUW BT-E),186.80,pc,177.80,179.00,0,21,07 Feb 600.0 (RUW NT-E),0,pc,0,0.25,0,94,
07 Feb 600.0 (RUW BT-A),0,pc,177.70,179.00,0,21,07 Feb 600.0 (RUW NT-A),0,pc,0,0.25,0,94,
07 Feb 600.0 (RUW BT-B),0,pc,177.70,179.10,0,21,07 Feb 600.0 (RUW NT-B),0,pc,0,0.25,0,94,
07 Feb 600.0 (RUW BT-8),165.90,pc,177.80,179.00,0,21,07 Feb 600.0 (RUW NT-8),0.15,pc,0,0.25,0,94,
07 Feb 610.0 (RUY BB),186.20,pc,167.90,169.10,0,31,07 Feb 610.0 (RUY NB),0.20,pc,0,0.30,0,120,
07 Feb 610.0 (RUY BB-E),186.20,pc,167.90,169.10,0,31,07 Feb 610.0 (RUY NB-E),0.50,pc,0,0.30,0,120,
07 Feb 610.0 (RUY BB-A),0,pc,167.80,169.10,0,31,07 Feb 610.0 (RUY NB-A),0.20,pc,0,0.30,0,120,
07 Feb 610.0 (RUY BB-B),0,pc,167.80,169.20,0,31,07 Feb 610.0 (RUY NB-B),0,pc,0,0.30,0,120,
07 Feb 610.0 (RUY BB-8),156.40,pc,167.90,169.10,0,31,07 Feb 610.0 (RUY NB-8),0.40,pc,0,0.30,0,120,
07 Feb 620.0 (RUY BD),174.50,pc,158.00,159.20,0,21,07 Feb 620.0 (RUY ND),0.45,pc,0.05,0.30,0,222,
07 Feb 620.0 (RUY BD-E),0,pc,158.00,159.20,0,21,07 Feb 620.0 (RUY ND-E),0.45,pc,0.05,0.30,0,222,
07 Feb 620.0 (RUY BD-A),0,pc,157.90,159.20,0,21,07 Feb 620.0 (RUY ND-A),3.00,pc,0.05,0.30,0,222,
07 Feb 620.0 (RUY BD-B),0,pc,157.90,159.30,0,21,07 Feb 620.0 (RUY ND-B),0,pc,0,0.30,0,222,
07 Feb 620.0 (RUY BD-8),174.50,pc,158.00,159.30,0,21,07 Feb 620.0 (RUY ND-8),0.85,pc,0.05,0.30,0,222,
07 Feb 630.0 (RUY BF),164.20,pc,148.10,149.30,0,53,07 Feb 630.0 (RUY NF),0.55,pc,0.10,0.35,0,1085,
07 Feb 630.0 (RUY BF-E),166.80,pc,148.10,149.30,0,53,07 Feb 630.0 (RUY NF-E),0.55,pc,0.10,0.35,0,1085,
07 Feb 630.0 (RUY BF-A),0,pc,148.00,149.30,0,53,07 Feb 630.0 (RUY NF-A),0.60,pc,0.10,0.35,0,1085,
07 Feb 630.0 (RUY BF-B),0,pc,148.00,149.40,0,53,07 Feb 630.0 (RUY NF-B),1.20,pc,0.05,0.35,0,1085,
07 Feb 630.0 (RUY BF-8),164.20,pc,148.10,149.40,0,53,07 Feb 630.0 (RUY NF-8),1.10,pc,0.10,0.35,0,1085,
07 Feb 640.0 (RUY BH),147.30,pc,138.30,139.50,0,43,07 Feb 640.0 (RUY NH),0.30,-0.05,0.20,0.40,60,658,
07 Feb 640.0 (RUY BH-E),147.30,pc,138.30,139.50,0,43,07 Feb 640.0 (RUY NH-E),0.35,--,0.20,0.40,4,658,
07 Feb 640.0 (RUY BH-A),0,pc,138.20,139.50,0,43,07 Feb 640.0 (RUY NH-A),0.30,-0.10,0.20,0.40,50,658,
07 Feb 640.0 (RUY BH-B),0,pc,138.20,139.60,0,43,07 Feb 640.0 (RUY NH-B),0,pc,0.15,0.45,0,658,
07 Feb 640.0 (RUY BH-8),156.00,pc,138.30,139.50,0,43,07 Feb 640.0 (RUY NH-8),0.30,-0.90,0.20,0.40,6,658,
07 Feb 650.0 (RUY BJ),136.60,pc,128.50,129.60,0,35,07 Feb 650.0 (RUY NJ),0.45,-0.05,0.30,0.55,99,3261,
07 Feb 650.0 (RUY BJ-E),0,pc,128.50,129.60,0,35,07 Feb 650.0 (RUY NJ-E),0.45,-0.10,0.30,0.55,99,3261,
07 Feb 650.0 (RUY BJ-A),0,pc,128.30,129.70,0,35,07 Feb 650.0 (RUY NJ-A),0.50,pc,0.30,0.55,0,3261,
07 Feb 650.0 (RUY BJ-B),0,pc,128.40,129.70,0,35,07 Feb 650.0 (RUY NJ-B),0,pc,0.25,0.55,0,3261,
07 Feb 650.0 (RUY BJ-8),136.60,pc,128.50,129.60,0,35,07 Feb 650.0 (RUY NJ-8),0.50,pc,0.30,0.55,0,3261,
07 Feb 660.0 (RUY BL),134.80,pc,118.70,119.90,0,49,07 Feb 660.0 (RUY NL),0.65,pc,0.45,0.65,0,1067,
07 Feb 660.0 (RUY BL-E),138.00,pc,118.70,119.90,0,49,07 Feb 660.0 (RUY NL-E),0.75,pc,0.45,0.65,0,1067,
07 Feb 660.0 (RUY BL-A),0,pc,118.60,119.90,0,49,07 Feb 660.0 (RUY NL-A),0.55,pc,0.45,0.70,0,1067,
07 Feb 660.0 (RUY BL-B),0,pc,118.60,120.00,0,49,07 Feb 660.0 (RUY NL-B),2.40,pc,0.35,0.70,0,1067,
07 Feb 660.0 (RUY BL-8),134.80,pc,118.70,119.90,0,49,07 Feb 660.0 (RUY NL-8),0.65,pc,0.45,0.65,0,1067,
07 Feb 670.0 (RUY BN),125.10,pc,109.00,110.20,0,53,07 Feb 670.0 (RUY NN),0.80,-0.15,0.70,0.90,238,1911,
07 Feb 670.0 (RUY BN-E),125.20,pc,109.00,110.20,0,53,07 Feb 670.0 (RUY NN-E),0.85,-0.10,0.70,0.90,87,1911,
07 Feb 670.0 (RUY BN-A),0,pc,108.90,110.20,0,53,07 Feb 670.0 (RUY NN-A),0.70,pc,0.70,0.95,0,1911,
07 Feb 670.0 (RUY BN-B),0,pc,108.90,110.30,0,53,07 Feb 670.0 (RUY NN-B),4.30,pc,0.60,0.95,0,1911,
07 Feb 670.0 (RUY BN-8),125.10,pc,109.00,110.20,0,53,07 Feb 670.0 (RUY NN-8),0.80,--,0.70,0.90,151,1911,
07 Feb 680.0 (RUY BP),115.40,pc,99.70,100.50,0,43,07 Feb 680.0 (RUY NP),1.05,-0.30,1.00,1.25,387,3061,
07 Feb 680.0 (RUY BP-E),115.90,pc,99.70,100.50,0,43,07 Feb 680.0 (RUY NP-E),1.10,-0.25,1.00,1.25,144,3061,
07 Feb 680.0 (RUY BP-A),0,pc,99.30,100.60,0,43,07 Feb 680.0 (RUY NP-A),1.25,pc,1.00,1.30,0,3061,
07 Feb 680.0 (RUY BP-B),0,pc,99.60,100.50,0,43,07 Feb 680.0 (RUY NP-B),3.50,pc,0.95,1.30,0,3061,
07 Feb 680.0 (RUY BP-8),115.40,pc,99.70,100.50,0,43,07 Feb 680.0 (RUY NP-8),1.05,-0.25,1.00,1.25,243,3061,
07 Feb 690.0 (RUY BR),88.00,-9.50,90.30,91.00,11,92,07 Feb 690.0 (RUY NR),1.50,-0.30,1.45,1.70,366,3374,
07 Feb 690.0 (RUY BR-E),97.50,pc,90.30,91.00,0,92,07 Feb 690.0 (RUY NR-E),1.50,-0.30,1.45,1.70,245,3374,
07 Feb 690.0 (RUY BR-A),0,pc,90.20,91.10,0,92,07 Feb 690.0 (RUY NR-A),1.50,-0.25,1.45,1.75,32,3374,
07 Feb 690.0 (RUY BR-B),88.20,+0.20,90.20,91.00,11,92,07 Feb 690.0 (RUY NR-B),1.60,pc,1.40,1.75,0,3374,
07 Feb 690.0 (RUY BR-8),105.80,pc,90.20,91.00,0,92,07 Feb 690.0 (RUY NR-8),1.50,-0.25,1.45,1.70,89,3374,
07 Feb 700.0 (RUT BT),86.30,pc,80.90,81.60,0,178,07 Feb 700.0 (RUT NT),2.15,-0.30,2.00,2.30,466,4598,
07 Feb 700.0 (RUT BT-E),86.30,pc,80.90,81.60,0,178,07 Feb 700.0 (RUT NT-E),2.05,-0.35,2.00,2.30,332,4598,
07 Feb 700.0 (RUT BT-A),0,pc,80.80,81.70,0,178,07 Feb 700.0 (RUT NT-A),2.60,pc,2.00,2.30,0,4598,
07 Feb 700.0 (RUT BT-B),0,pc,80.80,81.60,0,178,07 Feb 700.0 (RUT NT-B),7.30,pc,1.95,2.35,0,4598,
07 Feb 700.0 (RUT BT-8),96.40,pc,80.90,81.60,0,178,07 Feb 700.0 (RUT NT-8),2.15,-0.30,2.00,2.30,134,4598,
07 Feb 710.0 (RUT BB),69.70,-17.30,71.80,72.50,11,33,07 Feb 710.0 (RUT NB),2.70,-0.60,2.80,3.00,405,2927,
07 Feb 710.0 (RUT BB-E),0,pc,71.80,72.50,0,33,07 Feb 710.0 (RUT NB-E),2.70,-0.70,2.80,3.00,290,2927,
07 Feb 710.0 (RUT BB-A),0,pc,71.70,72.60,0,33,07 Feb 710.0 (RUT NB-A),3.40,pc,2.80,3.10,0,2927,
07 Feb 710.0 (RUT BB-B),70.00,+0.30,71.70,72.50,11,33,07 Feb 710.0 (RUT NB-B),2.40,pc,2.75,3.20,0,2927,
07 Feb 710.0 (RUT BB-8),87.00,pc,71.80,72.50,0,33,07 Feb 710.0 (RUT NB-8),2.80,-0.50,2.80,3.10,115,2927,
07 Feb 720.0 (RUT BD),60.90,-17.00,62.80,63.60,11,34,07 Feb 720.0 (RUT ND),3.90,-0.40,3.80,4.20,111,2784,
07 Feb 720.0 (RUT BD-E),86.70,pc,62.80,63.60,0,34,07 Feb 720.0 (RUT ND-E),3.95,-0.35,3.80,4.20,47,2784,
07 Feb 720.0 (RUT BD-A),0,pc,62.70,63.70,0,34,07 Feb 720.0 (RUT ND-A),4.50,+0.20,3.80,4.20,2,2784,
07 Feb 720.0 (RUT BD-B),61.20,+0.30,62.70,63.60,11,34,07 Feb 720.0 (RUT ND-B),3.10,pc,3.80,4.30,0,2784,
07 Feb 720.0 (RUT BD-8),77.90,pc,62.80,63.60,0,34,07 Feb 720.0 (RUT ND-8),3.90,-0.40,3.80,4.20,62,2784,
07 Feb 730.0 (RUT BF),55.60,+0.20,54.20,55.00,50,85,07 Feb 730.0 (RUT NF),4.90,-1.00,5.10,5.50,67,1800,
07 Feb 730.0 (RUT BF-E),55.60,+0.20,54.20,55.00,50,85,07 Feb 730.0 (RUT NF-E),5.15,-0.55,5.10,5.50,25,1800,
07 Feb 730.0 (RUT BF-A),0,pc,54.20,55.00,0,85,07 Feb 730.0 (RUT NF-A),5.80,+1.20,5.10,5.50,5,1800,
07 Feb 730.0 (RUT BF-B),66.80,pc,54.10,55.00,0,85,07 Feb 730.0 (RUT NF-B),4.00,pc,5.00,5.60,0,1800,
07 Feb 730.0 (RUT BF-8),55.40,pc,54.20,55.00,0,85,07 Feb 730.0 (RUT NF-8),4.90,-1.00,5.10,5.50,37,1800,
07 Feb 740.0 (RUT BH),44.60,-2.50,45.90,46.60,20,78,07 Feb 740.0 (RUT NH),7.40,-0.20,6.80,7.20,88,2288,
07 Feb 740.0 (RUT BH-E),44.60,-8.70,45.90,46.60,20,78,07 Feb 740.0 (RUT NH-E),7.40,-0.30,6.80,7.20,66,2288,
07 Feb 740.0 (RUT BH-A),0,pc,45.90,46.70,0,78,07 Feb 740.0 (RUT NH-A),4.70,pc,6.80,7.20,0,2288,
07 Feb 740.0 (RUT BH-B),0,pc,45.80,46.70,0,78,07 Feb 740.0 (RUT NH-B),5.30,pc,6.70,7.30,0,2288,
07 Feb 740.0 (RUT BH-8),47.10,pc,45.80,46.60,0,78,07 Feb 740.0 (RUT NH-8),8.00,+0.40,6.80,7.20,22,2288,
07 Feb 750.0 (RUT BJ),38.90,-0.60,38.10,38.70,35,95,07 Feb 750.0 (RUT NJ),8.65,-1.45,8.90,9.30,55,1783,
07 Feb 750.0 (RUT BJ-E),44.90,pc,38.10,38.70,0,95,07 Feb 750.0 (RUT NJ-E),10.60,+2.20,8.90,9.30,40,1783,
07 Feb 750.0 (RUT BJ-A),0,pc,38.10,38.90,0,95,07 Feb 750.0 (RUT NJ-A),10.40,pc,8.80,9.40,0,1783,
07 Feb 750.0 (RUT BJ-B),0,pc,37.90,38.80,0,95,07 Feb 750.0 (RUT NJ-B),6.70,pc,8.80,9.40,0,1783,
07 Feb 750.0 (RUT BJ-8),38.90,-0.60,38.10,38.70,35,95,07 Feb 750.0 (RUT NJ-8),8.65,-1.45,8.90,9.30,15,1783,
07 Feb 760.0 (RUT BL),31.60,-15.90,30.90,31.40,45,336,07 Feb 760.0 (RUT NL),11.70,--,11.50,12.10,23,2158,
07 Feb 760.0 (RUT BL-E),29.80,-17.70,30.80,31.40,15,336,07 Feb 760.0 (RUT NL-E),11.70,-1.00,11.50,12.10,23,2158,
07 Feb 760.0 (RUT BL-A),0,pc,30.80,31.50,0,336,07 Feb 760.0 (RUT NL-A),10.00,pc,11.50,12.10,0,2158,
07 Feb 760.0 (RUT BL-B),0,pc,30.80,31.50,0,336,07 Feb 760.0 (RUT NL-B),12.40,pc,11.50,12.10,0,2158,
07 Feb 760.0 (RUT BL-8),31.60,-8.80,30.90,31.40,30,336,07 Feb 760.0 (RUT NL-8),11.70,pc,11.50,12.10,0,2158,
07 Feb 770.0 (RUT BN),24.90,+0.80,24.20,24.80,76,848,07 Feb 770.0 (RUT NN),16.30,+0.20,14.80,15.30,115,3686,
07 Feb 770.0 (RUT BN-E),24.90,+0.80,24.20,24.80,6,848,07 Feb 770.0 (RUT NN-E),16.20,+0.30,14.80,15.30,6,3686,
07 Feb 770.0 (RUT BN-A),0,pc,24.10,24.90,0,848,07 Feb 770.0 (RUT NN-A),13.00,pc,14.70,15.30,0,3686,
07 Feb 770.0 (RUT BN-B),41.60,pc,24.10,24.90,0,848,07 Feb 770.0 (RUT NN-B),17.00,pc,14.80,15.40,0,3686,
07 Feb 770.0 (RUT BN-8),24.90,-15.00,24.20,24.80,70,848,07 Feb 770.0 (RUT NN-8),16.30,+0.20,14.80,15.30,109,3686,
07 Feb 780.0 (RUT BP),18.90,-0.20,18.30,18.80,62,2046,07 Feb 780.0 (RUT NP),19.00,-2.00,18.80,19.40,12,2812,
07 Feb 780.0 (RUT BP-E),19.70,+0.40,18.30,18.80,35,2046,07 Feb 780.0 (RUT NP-E),20.60,-0.40,18.80,19.40,3,2812,
07 Feb 780.0 (RUT BP-A),18.90,pc,18.20,18.90,0,2046,07 Feb 780.0 (RUT NP-A),21.40,+9.20,18.70,19.40,2,2812,
07 Feb 780.0 (RUT BP-B),0,pc,18.20,18.80,0,2046,07 Feb 780.0 (RUT NP-B),0,pc,18.70,19.50,0,2812,
07 Feb 780.0 (RUT BP-8),18.90,-0.20,18.30,18.80,27,2046,07 Feb 780.0 (RUT NP-8),19.00,-0.50,18.80,19.40,7,2812,
07 Feb 790.0 (RUT BR),13.80,-0.15,13.20,13.70,107,4731,07 Feb 790.0 (RUT NR),25.00,+0.90,23.60,24.20,4,1058,
07 Feb 790.0 (RUT BR-E),13.80,-0.15,13.20,13.70,29,4731,07 Feb 790.0 (RUT NR-E),25.00,+3.30,23.60,24.20,1,1058,
07 Feb 790.0 (RUT BR-A),11.90,-5.30,13.20,13.80,1,4731,07 Feb 790.0 (RUT NR-A),24.70,pc,23.60,24.30,0,1058,
07 Feb 790.0 (RUT BR-B),0,pc,13.10,13.70,0,4731,07 Feb 790.0 (RUT NR-B),26.20,pc,23.50,24.30,0,1058,
07 Feb 790.0 (RUT BR-8),14.20,+0.30,13.20,13.70,77,4731,07 Feb 790.0 (RUT NR-8),27.50,+3.40,23.60,24.20,3,1058,
07 Feb 800.0 (RUT BS),9.85,+0.85,9.10,9.50,153,4042,07 Feb 800.0 (RUT NS),31.00,+1.00,29.40,30.00,99,1451,
07 Feb 800.0 (RUT BS-E),10.00,+1.00,9.10,9.50,108,4042,07 Feb 800.0 (RUT NS-E),31.00,+1.00,29.40,30.00,80,1451,
07 Feb 800.0 (RUT BS-A),9.50,pc,9.10,9.50,0,4042,07 Feb 800.0 (RUT NS-A),24.80,pc,29.30,30.10,0,1451,
